iter	RMSE
157	0.09527807701
158	0.09506591734
159	0.09492627375
160	0.09480217296
161	0.09464220093
162	0.09450956732
163	0.09442293852
164	0.09428883054
165	0.09412934564
166	0.09399033885
167	0.09392373197
168	0.09384382983
169	0.0937267355
170	0.09364387052
171	0.09353883997
172	0.09345751562
173	0.09331538778
174	0.09322516284
175	0.09314107889
176	0.09304015268
177	0.09295243757
178	0.09285228785
179	0.09278231433
180	0.09271919288
181	0.09262102819
182	0.09248578688
183	0.09237080764
184	0.09227728822
185	0.09222046402
186	0.09215332813
187	0.0920609602
188	0.09200168391
189	0.09192829486
190	0.09187547489
191	0.09179405414
192	0.09172018653
193	0.09157521409
194	0.09152086703
195	0.09142059844
196	0.09135139377
197	0.09127395051
198	0.0911937639
199	0.0911459916
200	0.09101560243
201	0.09094991404
202	0.09087122652
203	0.09080303838
204	0.0907595953
205	0.09069823283
206	0.09063408305
207	0.09056293963
208	0.09052026424
209	0.09047858539
210	0.09042668556
211	0.09037033369
212	0.09030070454
213	0.09025698069
214	0.09017404929
215	0.09013941793
216	0.09006751081
217	0.09003243426
218	0.08998062624
219	0.08990640548
220	0.08983954092
221	0.08978919602
222	0.08970004371
223	0.08962654695
224	0.08959822699
225	0.08955960232
226	0.08948326438
227	0.08942392883
228	0.08933919174
229	0.08927480342
230	0.08919919987
231	0.0891278466
232	0.08906838535
233	0.08897849809
234	0.08890787544
235	0.0888669916
236	0.08879682622
237	0.08874011939
238	0.08868823259
239	0.08866371637
240	0.0886078306
241	0.08851936965
242	0.08843815673
243	0.08840136235
244	0.08832797104
245	0.08829324837
246	0.088255053
247	0.08820251389
248	0.08813881622
249	0.08806568447
250	0.08803378302
251	0.08800544561
252	0.08798315384
253	0.08793475046
254	0.08788318741
255	0.08785667301
256	0.08783108875
257	0.08777526648
258	0.08770678283
259	0.08767872576
260	0.08764260177
261	0.08761720829
262	0.08759371835
263	0.08754592254
264	0.08749772374
265	0.08747071461
266	0.08744198312
267	0.08742142717
268	0.08738914501
269	0.08737385771
270	0.08731400564
271	0.08726413886
272	0.08723159928
273	0.08720906683
274	0.08718302893
275	0.08715485269
276	0.0871292158
277	0.08708664594
278	0.0870645261
279	0.0870171
280	0.08699249572
281	0.08695109233
282	0.08692864987
283	0.08688906027
284	0.08683521203
285	0.08680573119
286	0.08679384056
287	0.0867455262
288	0.08672428058
289	0.08669789446
290	0.086674484
291	0.08663659281
292	0.0865720454
293	0.08652258736
294	0.08645846746
295	0.08639955034
296	0.0863689703
297	0.08632933759
298	0.08631748435
299	0.08628032381
300	0.0862356455
301	0.08619273622
302	0.08614798303
303	0.08611796501
304	0.0860793602
305	0.08607205712
306	0.08605253691
307	0.08601276338
308	0.08595966557
309	0.08592627325
310	0.08590187405
311	0.08589118122
312	0.08582969275
313	0.08578952298
314	0.08575100863
315	0.08572301033
316	0.0857084887
317	0.08566813164
318	0.08562082574
319	0.08558420585
320	0.08553837208
321	0.08550750289
322	0.08546442611
323	0.08542894866
324	0.08538795162
325	0.08534792827
326	0.08531864807
327	0.08530135151
328	0.08525434007
329	0.08520442965
330	0.08515441715
331	0.08511608016
332	0.08507980158
333	0.08507576832
334	0.08505445157
335	0.0850338384
336	0.08500063301
337	0.08497877758
338	0.08494683526
339	0.08491944731
340	0.08489035763
341	0.08487613131
342	0.0848492109
343	0.08482321218
344	0.08479837072
345	0.08477253682
346	0.08473255474
347	0.08472465322
348	0.08468362067
349	0.08464377078
350	0.08462572207
351	0.08461168194
352	0.08458037819
353	0.08456365461
354	0.08452885546
355	0.0845027384
356	0.08447687809
357	0.08445126467
358	0.08442220538
359	0.08439577234
360	0.08437305784
361	0.08434165651
362	0.08431638363
363	0.0842979084
364	0.08425568499
365	0.08422916966
366	0.08421053707
367	0.08419042062
368	0.08414042038
369	0.08412804649
370	0.08409070411
371	0.08404993602
372	0.0840305196
373	0.08399970652
374	0.08394977374
375	0.08392201973
376	0.08389690856
377	0.08388071712
378	0.08386314206
379	0.08383877645
380	0.08381579951
381	0.08379240088
382	0.0837663951
383	0.08373615967
384	0.08370955556
385	0.08367612113
386	0.08365667235
387	0.0836312801
388	0.0836095477
389	0.08358360436
390	0.08357441437
391	0.08355795952
392	0.08353996529
393	0.08351185876
394	0.08349080338
395	0.08348512738
396	0.08345772127
397	0.08343910441
398	0.08342898366
399	0.08340832602
400	0.08339519296
401	0.08339306917
402	0.08337524779
403	0.08333786484
404	0.08333510025
405	0.08329916466
406	0.08328335567
407	0.08327053475
408	0.08325677728
409	0.08323047883
410	0.08320374406
411	0.08318694831
412	0.08315821758
413	0.0831354561
414	0.0831110994
415	0.08308524999
416	0.0830642432
417	0.08304321818
418	0.08301412467
419	0.08298236711
420	0.08296784741
421	0.08294225203
422	0.08291728988
423	0.08291244134
424	0.08289792452
425	0.08289444588
426	0.08287496113
427	0.08285095699
428	0.08283492069
429	0.08281398583
430	0.08280300516
431	0.08278105012
432	0.08275371141
433	0.08273951171
434	0.08271334676
435	0.08269348423
436	0.08267324758
437	0.08264082399
438	0.08262981805
439	0.08259906877
440	0.0825556858
441	0.08253282521
442	0.08251815471
443	0.08249486986
444	0.08246672999
445	0.08243705906
446	0.08240276663
447	0.08239114456
448	0.08237106766
449	0.08235564146
450	0.08234331127
451	0.08233173602
452	0.08232125749
453	0.08230689025
454	0.0823019793
455	0.0822806769
456	0.08225024394
457	0.08224035319
458	0.08223393254
459	0.08220495715
460	0.08218229664
461	0.08217444546
462	0.08215329645
463	0.08214166734
464	0.08208991914
465	0.08206111787
466	0.08204153008
467	0.08201681229
468	0.08200211576
469	0.08197718162
470	0.08196729359
471	0.08194937596
472	0.08191718113
473	0.08190576051
474	0.08189697095
475	0.08188184739
476	0.08183144192
477	0.08181257666
478	0.08181237268
479	0.08177896603
480	0.08175085435
481	0.08172216951
482	0.08170632517
483	0.08168929099
484	0.0816589546
485	0.08165393409
486	0.08163341597
487	0.0816145225
488	0.08160037124
489	0.08158370132
490	0.0815754322
491	0.08156014781
492	0.08154674794
493	0.08153934882
494	0.08150677762
495	0.08148354094
496	0.08146627274
497	0.08144791789
498	0.08142737965
499	0.08139808945
500	0.08138365341
501	0.08137007303
502	0.08136957198
503	0.0813566099
504	0.08133500742
505	0.08132149576
506	0.08131010157
507	0.08127889671
508	0.08125576246
509	0.08124143529
510	0.08122500378
511	0.08121827729
512	0.08120474375
513	0.08116025486
514	0.08112940301
515	0.08111975176
516	0.0811057785
517	0.08107368996
518	0.08106103707
519	0.08103996923
520	0.08100934774
521	0.08099557301
522	0.08097826769
523	0.08096709398
524	0.08095117381
525	0.08092361374
526	0.08090008803
527	0.0808769087
528	0.08086443869
529	0.08083725544
530	0.08082683268
531	0.08080425669
532	0.08078660505
533	0.08077667885
534	0.08076104678
535	0.08075882934
536	0.08073951113
537	0.08072019314
538	0.08067806609
539	0.08066486224
540	0.08066236902
541	0.08066035508
542	0.08064296812
543	0.08062853182
544	0.08061934203
545	0.08059543303
546	0.08058097563
547	0.08055160449
548	0.08053244441
549	0.08049804846
550	0.08048491844
551	0.08046333304
552	0.08046186588
553	0.08044726111
554	0.08043157021
555	0.08039723252
556	0.08037605354
557	0.08034325449
558	0.08034299065
559	0.08030123785
560	0.08029001862
561	0.08027792206
562	0.08025271137
563	0.08023905907
564	0.0802215682
565	0.08020261459
566	0.0801820319
567	0.08016870209
568	0.0801580472
569	0.08015633184
570	0.08013455953
571	0.0801110643
572	0.08008828867
573	0.08007255219
574	0.08005487137
575	0.08003152582
576	0.08001489839
577	0.07998468913
578	0.07997391446
579	0.07995692351
580	0.07993848207
581	0.07992261785
582	0.0799110215
583	0.07988906951
584	0.07987683708
585	0.07985677945
586	0.07983049703
587	0.0798087682
588	0.07978174139
589	0.07976114596
590	0.07974059681
591	0.07972275184
592	0.0797082889
593	0.07969241459
594	0.07968335708
595	0.07964472794
596	0.07964165334
597	0.07962492761
598	0.07961373007
599	0.07961352236
600	0.07961338883
601	0.07959489151
602	0.07959210866
603	0.07957565004
604	0.07955284224
605	0.07953291836
606	0.07951805705
607	0.07950472186
608	0.07950114107
609	0.07948762556
610	0.07947754216
611	0.07946642961
612	0.07946236858
613	0.07944438399
614	0.07941609123
615	0.07941571124
616	0.07939552598
617	0.07938572943
618	0.07937227449
619	0.0793419964
620	0.07932470004
621	0.07929401273
622	0.07927675727
623	0.07926029923
624	0.07924770171
625	0.07923113297
626	0.07920875584
627	0.07919291767
628	0.07916891835
629	0.07915711579
630	0.07914552517
631	0.07914353908
632	0.07913332964
633	0.07913190843
634	0.07911415128
635	0.07909218704
636	0.07908396312
637	0.07908213747
638	0.07907278281
639	0.07906443698
640	0.07904033872
641	0.07903215497
642	0.07902143409
643	0.07901235887
644	0.07900332451
645	0.07898662826
646	0.07897670165
647	0.07896655878
648	0.078963075
649	0.07894652571
650	0.07894259841
651	0.07893099566
652	0.07892299915
653	0.07890096873
654	0.07888296086
655	0.07887022983
656	0.07884912152
657	0.07884797234
658	0.07883611041
659	0.07882154169
660	0.07882142418
661	0.07881072834
662	0.07880589859
663	0.07880545242
664	0.0787950697
665	0.07879065623
666	0.07877875671
667	0.07876575356
668	0.07875454363
669	0.07875005337
670	0.07874489348
671	0.07872361103
672	0.07871643088
673	0.07871580883
674	0.07870527621
675	0.07869651679
676	0.07869390798
677	0.07868164719
678	0.07866988426
679	0.0786545647
680	0.07865185317
681	0.07864073037
682	0.07863051197
683	0.0786145851
684	0.07858117781
685	0.07857509624
686	0.07855728885
687	0.07854740713
688	0.07852582432
689	0.07850815326
690	0.07849989231
691	0.07848324614
692	0.07846631775
693	0.07845011724
694	0.07844889068
695	0.07843781699
696	0.07842716063
697	0.07842704587
698	0.078423514
699	0.07841632164
700	0.07840596744
701	0.07840412346
702	0.07839901682
703	0.07839524792
704	0.07838303973
705	0.0783792048
706	0.07836430256
707	0.0783477767
708	0.07833513414
709	0.07831768365
710	0.07831004444
711	0.07830274409
712	0.07827733228
713	0.07826277472
714	0.07823662032
715	0.07823507915
716	0.07822391663
717	0.07821568411
718	0.07820540006
719	0.07818343276
720	0.07817198667
721	0.07815452161
722	0.07814271281
723	0.07811431725
724	0.0780961064
725	0.07808292634
726	0.07805987853
727	0.07804620159
728	0.07802552822
729	0.07800843361
730	0.07799850497
731	0.07798704197
732	0.07798218317
733	0.07796153109
734	0.07795049702
735	0.07792820175
736	0.07791263256
737	0.07788423207
738	0.07786158889
739	0.07784675916
740	0.0778342148
741	0.07782545989
742	0.07780658612
743	0.07779405217
744	0.07778036735
745	0.07777097621
746	0.07776431001
747	0.07775315644
748	0.07773324204
749	0.07771174431
750	0.07771161917
751	0.0777019927
752	0.07768806135
753	0.07767723173
754	0.07766953794
755	0.07765856973
756	0.07765147429
757	0.07764111513
758	0.07763217178
759	0.07762010153
760	0.0775890586
761	0.07757564663
762	0.07757105568
763	0.07757080852
764	0.07754100417
765	0.07753390489
766	0.07751916058
767	0.07750898022
768	0.07749880339
769	0.07749635065
770	0.07748694077
771	0.07748676023
772	0.0774765915
773	0.07744309604
774	0.07744024399
775	0.07741927653
776	0.07740630547
777	0.07739070081
778	0.07739026933
779	0.07737705043
780	0.07736789499
781	0.07735021381
782	0.07734947544
783	0.07734891509
784	0.07734027358
785	0.07731552215
786	0.07730606474
787	0.07728688121
788	0.07727776993
789	0.07726875687
790	0.07725520501
791	0.0772358327
792	0.07722392416
793	0.07722358345
794	0.07721163706
795	0.07720371345
796	0.07718806096
797	0.0771786211
798	0.07716369511
799	0.07714828501
800	0.07714814733
801	0.07713865664
802	0.07712995573
803	0.07712099945
804	0.07711068825
805	0.0771103557
806	0.0770966582
807	0.07709011723
808	0.07708556655
809	0.07707404493
810	0.0770704628
811	0.07706377377
812	0.07705083894
813	0.0770445891
814	0.07702414721
815	0.07701506076
816	0.07700449613
817	0.07700000382
818	0.07699552443
819	0.07699074243
820	0.07698081792
821	0.07697565833
822	0.07696873459
823	0.07696580661
824	0.07695557588
825	0.07695202187
826	0.07694341323
827	0.07693273219
828	0.07692260389
829	0.07691849939
830	0.07690324503
831	0.0768989785
832	0.07689194726
833	0.0768693908
834	0.07686929389
835	0.07685421455
836	0.0768437456
837	0.07683983156
838	0.0768340827
839	0.0768124766
840	0.07681225172
841	0.07680012414
842	0.07678802091
843	0.07677856136
844	0.07677789703
845	0.07675472222
846	0.07674599529
847	0.07672348113
848	0.07670365721
849	0.07668545492
850	0.07667295617
851	0.07667236937
852	0.07667224744
853	0.07666971667
854	0.07665365379
855	0.07664473679
856	0.07662683932
857	0.07660362057
858	0.07659020698
859	0.07658324095
860	0.07655916746
861	0.07654770501
862	0.07653341523
863	0.07652750574
864	0.07651568934
865	0.07650671441
866	0.07650028005
867	0.07649693917
868	0.0764845292
869	0.07647317169
870	0.07646899182
871	0.07645738402
872	0.07645712976
873	0.07645622913
874	0.07644648365
875	0.0764379736
876	0.07643389866
877	0.07641803902
878	0.07640845056
879	0.07639311693
880	0.0763750934
881	0.0763659455
882	0.07636042668
883	0.0763350426
884	0.07632324205
885	0.07631491141
886	0.07629707752
887	0.07627916817
888	0.0762760015
889	0.07626922605
890	0.0762579805
891	0.07625601057
892	0.07624984444
893	0.07623587763
894	0.07623008988
895	0.07620890882
896	0.07620830746
897	0.07620578669
898	0.07619865941
899	0.07619302172
900	0.07618168028
901	0.07616525507
902	0.076147553
903	0.0761404841
904	0.07614017849
905	0.07612405945
906	0.07611980797
907	0.07610866821
908	0.0760995654
909	0.0760967769
910	0.07607953269
911	0.07607199772
912	0.07605371066
913	0.07604279069
914	0.07603687481
915	0.07602653636
916	0.07602542692
917	0.07601281787
918	0.07600299321
919	0.07599010699
920	0.07598920642
921	0.0759820199
922	0.07597745246
923	0.0759770136
924	0.07595926513
925	0.07595076122
926	0.07594284482
927	0.07593150611
928	0.07592570864
929	0.07591721874
930	0.0759112936
931	0.0758956127
932	0.07588894693
933	0.07588300128
934	0.07587597501
935	0.07586358666
936	0.07586163142
937	0.07584896464
938	0.07583951332
939	0.07582618256
940	0.07581863429
941	0.07579975958
942	0.07577997722
943	0.07576806
944	0.07574984063
945	0.07574925947
946	0.07574742134
947	0.07573552921
948	0.07573402617
949	0.07572052575
950	0.07570245827
951	0.07569082498
952	0.07568322948
953	0.07566947002
954	0.07565365959
955	0.07563196131
956	0.0756243184
957	0.07561588555
958	0.07560282072
959	0.07559023852
960	0.07558594939
961	0.07557110792
962	0.07555511024
963	0.07554336575
964	0.07553094627
965	0.07551450519
966	0.07550678914
967	0.0754902609
968	0.07548796951
969	0.07548115923
970	0.07547423651
971	0.07545939761
972	0.07545327251
973	0.07544747744
974	0.07544740162
975	0.07544234035
976	0.07542611606
977	0.07542109205
978	0.07541979973
979	0.07541478871
980	0.07541453811
981	0.07538551762
982	0.07537568285
983	0.07537509707
984	0.07537025328
985	0.07536330843
986	0.0753541535
987	0.07534473536
988	0.07533696152
989	0.07533061216
990	0.07532517374
991	0.07531691548
992	0.07531092461
993	0.07530011737
994	0.07529414026
995	0.07528842064
996	0.07527617111
997	0.07525517121
998	0.0752517056
999	0.0752382529
